gene_symbol,score_layer,score_direction,score_early,score_serum,score_rescue,positive_score,leakage_mult,het_mult,audit_score_raw,audit_score,is_hk,is_plasma_hi,rescue_eligible
HRH2,0,0.375,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
HRNR,0,0.125,0,0,0,0.025,1,0.3,0.0075,0.0100790987089352,FALSE,FALSE,FALSE
HROB,0.25,0.5,0.535428965092311,0,0,0.257085793018462,1,1,0.257085793018462,0.345492411266397,FALSE,FALSE,FALSE
HS1BP3,0.5,0.25,0.347453610080195,0,0,0.219490722016039,1,1,0.219490722016039,0.29496915371935,FALSE,FALSE,FALSE
HS2ST1,0.25,0.375,0.339331048362364,0,0,0.192866209672473,1,1,0.192866209672473,0.259189008654274,FALSE,FALSE,FALSE
HS3ST1,0.25,0.25,0.996144407323983,0,0,0.299228881464797,1,1,0.299228881464797,0.402127657713062,FALSE,FALSE,FALSE
HS3ST3A1,0.25,0.25,0.583986367407685,0,0,0.216797273481537,1,0.7,0.151758091437076,0.203944637796521,FALSE,FALSE,FALSE
HS6ST1,0.25,0.375,0.616680822899299,0,0,0.24833616457986,1,0.7,0.173835315205902,0.233613773474554,FALSE,FALSE,FALSE
HS6ST2,0,0.5,0,0,0,0.1,1,0.7,0.07,0.0940715879500622,FALSE,FALSE,FALSE
HS6ST3,0,0.125,0,0,0,0.025,1,0.3,0.0075,0.0100790987089352,FALSE,FALSE,FALSE
HSBP1,0.5,0.625,0.648362893105056,0,0,0.354672578621011,1,0.7,0.248270805034708,0.333646126732218,FALSE,FALSE,FALSE
HSD11B1L,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
HSD11B2,0.25,0.375,0.915873118556201,0,0,0.30817462371124,1,0.7,0.215722236597868,0.289904762184293,FALSE,FALSE,FALSE
HSD17B1,0.25,0.375,0.442604924626742,0,0,0.213520984925348,1,0.3,0.0640562954776045,0.0860839633396664,FALSE,FALSE,FALSE
HSD17B11,0.25,0.25,0.353336668513167,0,0,0.170667333702633,1,0.7,0.119467133591843,0.160549470926099,FALSE,FALSE,FALSE
HSD17B13,0,0.25,0,0,0,0.05,1,1,0.05,0.0671939913929016,FALSE,FALSE,FALSE
HSD17B14,0,0.5,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
HSD17B2,0.25,0.25,0.933184017958637,0,0,0.286636803591727,1,0.7,0.200645762514209,0.269643792788039,FALSE,FALSE,FALSE
HSD17B3,0,0,0,0,0,0,1,0.3,0,0,FALSE,FALSE,FALSE
HSD17B4,0.5,0.25,0.992500519995076,0,0,0.348500103999015,1,1,0.348500103999015,0.468342259770703,FALSE,FALSE,FALSE
HSD17B6,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
HSD17B8,0.5,0.75,0.982854589682312,0,0,0.446570917936462,1,0.7,0.312599642555524,0.420096353826,FALSE,FALSE,FALSE
HSD3B1,0,0,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE
HSD3B2,0,0,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE
HSDL1,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
HSDL2,0.5,0.75,0.995611243333457,0,0,0.449122248666691,1,0.3,0.134736674600007,0.181069899067622,FALSE,FALSE,FALSE
HSF2,0,0.125,0,0,0,0.025,1,0.7,0.0175,0.0235178969875156,FALSE,FALSE,FALSE
HSF2BP,0.25,0.125,0.663955174604174,0,0,0.207791034920835,1,0.7,0.145453724444584,0.195472326167898,FALSE,FALSE,FALSE
HSF5,0.25,0.375,0.559379763734134,0,0,0.236875952746827,1,1,0.236875952746827,0.318332814601113,FALSE,FALSE,FALSE
HSP90AA1,0.5,0.75,0.873810546951625,0,0,0.424762109390325,1,1,0.424762109390325,0.570829230448085,FALSE,FALSE,FALSE
HSP90AB1,0.5,1,0.546532014809953,0,0,0.409306402961991,0,1,0,0,TRUE,FALSE,FALSE
HSPA12A,0,0.125,0,0,0,0.025,1,1,0.025,0.0335969956964508,FALSE,FALSE,FALSE
HSPA12B,0.25,0.25,0.463884244982259,0,0,0.192776848996452,1,1,0.192776848996452,0.259068918644366,FALSE,FALSE,FALSE
HSPA13,0.25,0.5,0.58360257435144,0,0,0.266720514870288,1,0.7,0.186704360409202,0.250908223727062,FALSE,FALSE,FALSE
HSPA1A,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
HSPA1B,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
HSPA4,0.25,0.25,0.79289464625542,0,0,0.258578929251084,1,0.7,0.181005250475759,0.243249304850763,FALSE,FALSE,FALSE
HSPA6,0,0.375,0,0,0,0.075,1,1,0.075,0.100790987089352,FALSE,FALSE,FALSE
HSPA9,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
HSPB11,0.25,0.375,0.263715274085538,0,0,0.177743054817108,1,1,0.177743054817108,0.238865305910575,FALSE,FALSE,FALSE
HSPB6,0.25,0.5,0.9943304263537,0,0,0.34886608527074,1,0.3,0.104659825581222,0.140650228385744,FALSE,FALSE,FALSE
HSPB7,0.25,0.25,0.942477472349182,0,0,0.288495494469836,1,1,0.288495494469836,0.387703275445942,FALSE,FALSE,FALSE
HSPB8,0.25,0.25,0.991163408640383,0,0,0.298232681728077,1,1,0.298232681728077,0.400788884982367,FALSE,FALSE,FALSE
HSPD1,0.25,0.375,0,0,0,0.125,1,1,0.125,0.167984978482254,FALSE,FALSE,FALSE
HSPE1,0.5,0.25,0.929119578954036,0,0,0.335823915790807,1,0.3,0.100747174737242,0.135392095843068,FALSE,FALSE,FALSE
HSPH1,0.25,0.375,0,0,0,0.125,1,1,0.125,0.167984978482254,FALSE,FALSE,FALSE
HTATSF1,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
HTD2,0.25,0.125,0.887158726699762,0,0,0.252431745339952,1,0.3,0.0757295236019857,0.101771379142007,FALSE,FALSE,FALSE
HTR1B,0.25,0.25,0.996006243435744,0,0,0.299201248687149,1,1,0.299201248687149,0.402090522580594,FALSE,FALSE,FALSE
HTR1D,0.25,0.125,0.344592058517001,0,0,0.1439184117034,1,0.3,0.0431755235110201,0.0580227151036701,FALSE,FALSE,FALSE
HTR1F,0,0.5,0,0,0,0.1,1,0.7,0.07,0.0940715879500622,FALSE,FALSE,FALSE
HTR3E,0.25,0,0.504508320013864,0,0,0.150901664002773,1,1,0.150901664002773,0.202793702243537,FALSE,FALSE,FALSE
HTR6,0.25,0,0.97387559985538,0,0,0.244775119971076,1,0.7,0.171342583979753,0.230263842263461,FALSE,FALSE,FALSE
HTR7,0,0.25,0,0,0,0.05,1,0.7,0.035,0.0470357939750311,FALSE,FALSE,FALSE
HTRA1,0.5,0.875,0.376725745041591,0,0,0.350345149008318,1,1,0.350345149008318,0.470821778540195,FALSE,FALSE,FALSE
HTT,0.5,0.375,0.958359893390638,0,0,0.366671978678128,1,0.7,0.256670385074689,0.344934152910428,FALSE,FALSE,FALSE
HUNK,0.25,0.5,0.998080076292599,0,0,0.34961601525852,1,0.7,0.244731210680964,0.328889337281422,FALSE,FALSE,FALSE
HUWE1,0.25,0.25,0.862176342342618,0,0,0.272435268468524,1,0.7,0.190704687927966,0.256284183184355,FALSE,FALSE,FALSE
HYAL2,0.25,0.125,0.362403233579596,0,0,0.147480646715919,1,1,0.147480646715919,0.198196266120981,FALSE,FALSE,FALSE
HYAL4,0,0.25,0,0,0,0.05,1,1,0.05,0.0671939913929016,FALSE,FALSE,FALSE
HYDIN,0,0.125,0,0,0,0.025,1,0.3,0.0075,0.0100790987089352,FALSE,FALSE,FALSE
HYKK,0.25,0.25,0.68040627663756,0,0,0.236081255327512,1,0.3,0.0708243765982536,0.0951794510310135,FALSE,FALSE,FALSE
IAPP,0,0.25,0,0,0,0.05,1,1,0.05,0.0671939913929016,FALSE,FALSE,FALSE
IARS1,0.25,0.125,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
IARS2,0.5,0.375,0.468876252685001,0,0,0.268775250537,1,1,0.268775250537,0.361201637424163,FALSE,FALSE,FALSE
IBA57,0.5,0.875,0.999502987529572,0,0,0.474900597505914,1,1,0.474900597505914,0.638209333225925,FALSE,FALSE,FALSE
IBSP,0.25,0.5,0.984719758141751,0,0,0.34694395162835,1,0.7,0.242860766139845,0.326375684593485,FALSE,FALSE,FALSE
ICA1L,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
ICAM3,0.5,0.25,0.490367140128824,0,0,0.248073428025765,1,0.3,0.0744220284077295,0.100014262725425,FALSE,FALSE,FALSE
ICAM5,0,0.25,0,0,0,0.05,1,1,0.05,0.0671939913929016,FALSE,FALSE,FALSE
ICE1,0,0.125,0,0,0,0.025,1,0.7,0.0175,0.0235178969875156,FALSE,FALSE,FALSE
ICE2,0,0.25,0,0,0,0.05,1,0.7,0.035,0.0470357939750311,FALSE,FALSE,FALSE
ID1,0.25,0.375,0.99530957119021,0,0,0.324061914238042,1,1,0.324061914238042,0.435500269521564,FALSE,FALSE,FALSE
ID4,0,0.375,0,0,0,0.075,1,1,0.075,0.100790987089352,FALSE,FALSE,FALSE
IDH2,0.5,0.75,0.956053986723212,0,0,0.441210797344642,1,0.7,0.30884755814125,0.415054003269236,FALSE,FALSE,FALSE
IDH3A,0.25,0.125,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
IDH3B,0,0.25,0,0,0,0.05,1,0.7,0.035,0.0470357939750311,FALSE,FALSE,FALSE
IDI2,0.25,0,0.8202403557317,0,0,0.21404807114634,1,0.3,0.064214421343902,0.0862964655016461,FALSE,FALSE,FALSE
IDNK,0.5,0.875,0.929420760254951,0,0,0.46088415205099,1,0.3,0.138265245615297,0.185811874476234,FALSE,FALSE,FALSE
IDO1,0.25,0.125,0.415785786994295,0,0,0.158157157398859,1,1,0.158157157398859,0.212544213459694,FALSE,FALSE,FALSE
IDO2,0.25,0.125,0.34527709039247,0,0,0.144055418078494,1,1,0.144055418078494,0.193593170449343,FALSE,FALSE,FALSE
IDS,0.25,0.125,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
IDUA,0.25,0.25,0.327243459440929,0,0,0.165448691888186,1,1,0.165448691888186,0.222343159574032,FALSE,FALSE,FALSE
IER3,0.25,0.125,0.997632735562235,0,0,0.274526547112447,1,1,0.274526547112447,0.368930688875935,FALSE,FALSE,FALSE
IER3IP1,0.5,0.375,0.566967116775143,0,0,0.288393423355029,1,0.3,0.0865180270065086,0.116269831240123,FALSE,FALSE,FALSE
IER5,0,0.5,0,0,0,0.1,1,1,0.1,0.134387982785803,FALSE,FALSE,FALSE
IER5L,0.25,0.375,0.991789684846009,0,0,0.323357936969202,1,1,0.323357936969202,0.434554208670699,FALSE,FALSE,FALSE
IFFO1,0,0.25,0,0,0,0.05,1,0.7,0.035,0.0470357939750311,FALSE,FALSE,FALSE
IFFO2,0.25,0.375,0.777283608246423,0,0,0.280456721649284,1,0.7,0.196319705154499,0.263830091568168,FALSE,FALSE,FALSE
IFI16,0.5,0.75,0.306891022496524,0,0,0.311378204499305,1,1,0.311378204499305,0.418454887861269,FALSE,FALSE,FALSE
IFI27,0.25,0.5,0.958771765137549,0,0,0.34175435302751,1,0.7,0.239228047119257,0.32149374678144,FALSE,FALSE,FALSE
IFI27L2,0.25,0.25,0.765450775035174,0,0,0.253090155007035,1,0.7,0.177163108504924,0.238085927760392,FALSE,FALSE,FALSE
IFI35,0.25,0.375,0,0,0,0.125,1,1,0.125,0.167984978482254,FALSE,FALSE,FALSE
IFI44,0.25,0.125,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
IFI44L,0.25,0.125,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
IFI6,0.25,0.25,0.95759829633692,0,0,0.291519659267384,1,1,0.291519659267384,0.391767389513484,FALSE,FALSE,FALSE
IFIH1,0.25,0.125,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
IFIT1,0.25,0.125,0,0,0,0.075,1,1,0.075,0.100790987089352,FALSE,FALSE,FALSE
IFIT1B,0.25,0,0.651176255245878,0,0,0.180235251049176,1,1,0.180235251049176,0.242214518153915,FALSE,FALSE,FALSE
IFIT2,0.25,0.25,0,0,0,0.1,1,0.7,0.07,0.0940715879500622,FALSE,FALSE,FALSE
IFIT3,0.25,0.25,0,0,0,0.1,1,0.7,0.07,0.0940715879500622,FALSE,FALSE,FALSE
IFITM1,0.25,0.5,0.962432765872945,0,0,0.342486553174589,1,1,0.342486553174589,0.460260770123957,FALSE,FALSE,FALSE
IFITM2,0.25,0.375,0.588210948347521,0,0,0.242642189669504,1,1,0.242642189669504,0.326081944084149,FALSE,FALSE,FALSE
IFITM3,0.5,0.625,0.96644820895248,0,0,0.418289641790496,1,1,0.418289641790496,0.56213101180421,FALSE,FALSE,FALSE
IFITM5,0.25,0,0.989917130539415,0,0,0.247983426107883,1,1,0.247983426107883,0.333259923989507,FALSE,FALSE,FALSE
IFNE,0.25,0.25,0.649355832554824,0,0,0.229871166510965,1,1,0.229871166510965,0.30891922368028,FALSE,FALSE,FALSE
IFNGR2,0.25,0.25,0.694271232236898,0,0,0.23885424644738,1,0.7,0.167197972513166,0.224693982519205,FALSE,FALSE,FALSE
IFNK,0.25,0,0.961777365934529,0,0,0.242355473186906,1,1,0.242355473186906,0.325696631586871,FALSE,FALSE,FALSE
IFNLR1,0.25,0.25,0.992856360232838,0,0,0.298571272046568,1,1,0.298571272046568,0.401243909681295,FALSE,FALSE,FALSE
IFRD1,0.5,0.75,0.986744953640222,0,0,0.447348990728044,1,0.3,0.134204697218413,0.180354985395621,FALSE,FALSE,FALSE
IFRD2,0.5,0.625,0.443302320821554,0,0,0.313660464164311,1,0.3,0.0940981392492933,0.126456591176101,FALSE,FALSE,FALSE
IFT122,0.25,0.25,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
IFT20,0.5,1,0.995741240827768,0,0,0.499148248165554,1,0.3,0.149744474449666,0.201238578546109,FALSE,FALSE,FALSE
IFT22,0.25,0.25,0.457279255741101,0,0,0.19145585114822,1,0.3,0.0574367553444661,0.077188096885045,FALSE,FALSE,FALSE
IFT27,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
IFT43,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
IFT46,0,0.25,0,0,0,0.05,1,0.7,0.035,0.0470357939750311,FALSE,FALSE,FALSE
IFT57,0.25,0.375,0,0,0,0.125,1,0.7,0.0875,0.117589484937578,FALSE,FALSE,FALSE
IFT74,0.25,0.375,0,0,0,0.125,1,0.7,0.0875,0.117589484937578,FALSE,FALSE,FALSE
IFT80,0.25,0.25,0.505355063134665,0,0,0.201071012626933,1,0.3,0.0603213037880799,0.0810645833508969,FALSE,FALSE,FALSE
IFT81,0.25,0.125,0.732495231913991,0,0,0.221499046382798,1,0.7,0.155049332467959,0.208367670226543,FALSE,FALSE,FALSE
IFT88,0.25,0.375,0,0,0,0.125,1,0.7,0.0875,0.117589484937578,FALSE,FALSE,FALSE
IGBP1,0.5,0.375,0.423792490416752,0,0,0.25975849808335,1,0.3,0.0779275494250051,0.104725261706674,FALSE,FALSE,FALSE
IGF1,0.25,0.25,0.356749107447795,0,0,0.171349821489559,1,0.3,0.0514049464468677,0.069082070582068,FALSE,FALSE,FALSE
IGF1R,0.25,0.375,0.965055114347966,0,0,0.318011022869593,1,0.7,0.222607716008715,0.299158019069662,FALSE,FALSE,FALSE
IGF2,0.25,0.375,0,0,0,0.125,1,0.3,0.0375,0.0503954935446762,FALSE,FALSE,FALSE
IGF2BP1,0.25,0.5,0.99540033332338,0,0,0.349080066664676,1,1,0.349080066664676,0.469121659897995,FALSE,FALSE,FALSE
IGF2BP2,0.25,0.375,0,0,0,0.125,1,1,0.125,0.167984978482254,FALSE,FALSE,FALSE
IGF2BP3,0.75,0.875,0.992203521115314,0,0,0.523440704223063,1,1,0.523440704223063,0.703441403485177,FALSE,FALSE,FALSE
IGFALS,0.5,0.25,0.603969789891461,0,0,0.270793957978292,1,0.7,0.189555770584805,0.254740176343004,FALSE,FALSE,FALSE
IGFBP1,0.25,0.375,0.996358453032185,0,0,0.324271690606437,1,1,0.324271690606437,0.435782183751412,FALSE,FALSE,FALSE
IGFBP2,1,1,0.993504799666957,0.7,0,0.668700959933391,1,0.3,0.200610287980017,0.269596119277136,FALSE,FALSE,FALSE
IGFBP3,1,0.75,0.98495157272316,0.7,0,0.616990314544632,1,0.7,0.431893220181242,0.580412586390219,FALSE,FALSE,FALSE
IGFBP4,0.5,0.25,0.49831070004053,0,0,0.249662140008106,1,0.7,0.174763498005674,0.234861139615733,FALSE,FALSE,FALSE
IGFBP5,0.25,0.125,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
IGFBP7,0.75,1,0.548824176449306,0,1,0.559764835289861,1,1,0.559764835289861,0.752256670490319,FALSE,FALSE,TRUE
IGFBPL1,0,0.5,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
IGFL1,0.25,0.125,0.989082510007936,0,0,0.272816502001587,1,1,0.272816502001587,0.366632593746724,FALSE,FALSE,FALSE
IGFL2,0.25,0.25,0.981351550315948,0,0,0.29627031006319,1,0.3,0.0888810930189569,0.11944550798615,FALSE,FALSE,FALSE
IGFL3,0.25,0.25,0.936162151888583,0,0,0.287232430377717,1,1,0.287232430377717,0.38600586909125,FALSE,FALSE,FALSE
IGFL4,0.25,0,0.956698909755737,0,0,0.241339781951147,1,0.7,0.168937847365803,0.227032165236662,FALSE,FALSE,FALSE
IGFN1,0.25,0.375,0.996984953889112,0,0,0.324396990777822,1,0.3,0.0973190972333467,0.130785171637249,FALSE,FALSE,FALSE
IGHMBP2,0,0.125,0,0,0,0.025,1,1,0.025,0.0335969956964508,FALSE,FALSE,FALSE
IGIP,0,0.375,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
IGLON5,0.25,0.375,0.519252369019237,0,0,0.228850473803848,1,1,0.228850473803848,0.307547535340744,FALSE,FALSE,FALSE
IGSF1,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
IGSF10,0.25,0.125,0.969549548843574,0,0,0.268909909768715,1,0.7,0.1882369368381,0.25296782227451,FALSE,FALSE,FALSE
IGSF11,0.25,0.25,0.392866961150407,0,0,0.178573392230081,1,0.7,0.125001374561057,0.167986825727131,FALSE,FALSE,FALSE
IGSF21,0,0.5,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
IGSF22,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
IGSF23,0.25,0.375,0.995558526372072,0,0,0.324111705274414,1,1,0.324111705274414,0.435567182690953,FALSE,FALSE,FALSE
IGSF5,0.25,0.375,0.472428912529881,0,0,0.219485782505976,1,1,0.219485782505976,0.294962515611417,FALSE,FALSE,FALSE
IKBIP,0.5,0.625,0.654216497297661,0,0,0.355843299459532,1,1,0.355843299459532,0.47821063202211,FALSE,FALSE,FALSE
IKZF1,0.5,0.375,0.751603136701121,0,0,0.325320627340224,1,0.7,0.227724439138157,0.306034280068053,FALSE,FALSE,FALSE
IKZF2,0.25,0.125,0.740317977958983,0,0,0.223063595591797,1,0.7,0.156144516914258,0.209839466511708,FALSE,FALSE,FALSE
IKZF3,0.25,0.375,0.96234743897977,0,0,0.317469487795954,1,0.7,0.222228641457168,0.298648588426583,FALSE,FALSE,FALSE
IKZF4,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
IKZF5,0,0.375,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
IL10,0,0.125,0,0,0,0.025,1,1,0.025,0.0335969956964508,FALSE,FALSE,FALSE
IL10RA,0.25,0.25,0.875098107467502,0,0,0.2750196214935,1,0.7,0.19251373504545,0.258715325113186,FALSE,FALSE,FALSE
IL10RB,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
IL11RA,0,0.5,0,0,0,0.1,1,0.7,0.07,0.0940715879500622,FALSE,FALSE,FALSE
IL12A,0.25,0.375,0.76778656067314,0,0,0.278557312134628,1,1,0.278557312134628,0.37434755268008,FALSE,FALSE,FALSE
IL12B,0.25,0.375,0.302285028596248,0,0,0.18545700571925,1,0.7,0.129819904003475,0.174462350244736,FALSE,FALSE,FALSE
IL12RB1,0.25,0.125,0.351933797242863,0,0,0.145386759448573,1,0.3,0.0436160278345718,0.0586146999781755,FALSE,FALSE,FALSE
IL12RB2,0.25,0.375,0.993669974813967,0,0,0.323733994962793,1,1,0.323733994962793,0.435059585422392,FALSE,FALSE,FALSE
IL13RA2,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
IL17B,0.25,0,0.425770123520745,0,0,0.135154024704149,1,1,0.135154024704149,0.181630767453732,FALSE,FALSE,FALSE
IL17RA,0.25,0.375,0.404622662497584,0,0,0.205924532499517,1,1,0.205924532499517,0.276737825287196,FALSE,FALSE,FALSE
IL17RC,0.25,0.375,0.480268051801509,0,0,0.221053610360302,1,0.3,0.0663160831080905,0.0891208463515196,FALSE,FALSE,FALSE
IL18,0.25,0.375,0,0,0,0.125,1,0.7,0.0875,0.117589484937578,FALSE,FALSE,FALSE
IL18RAP,0.25,0.25,0.980109025604148,0,0,0.29602180512083,1,0.7,0.207215263584581,0.278472412755603,FALSE,FALSE,FALSE
IL19,0.25,0.125,0.602176986008711,0,0,0.195435397201742,1,0.7,0.13680477804122,0.18384918156419,FALSE,FALSE,FALSE
IL1A,0.25,0.25,0.99310576498785,0,0,0.29862115299757,1,0.3,0.089586345899271,0.120393283105542,FALSE,FALSE,FALSE
IL1B,0,0.125,0,0,0,0.025,1,1,0.025,0.0335969956964508,FALSE,FALSE,FALSE
IL1R2,0.25,0.125,0.899174717848315,0,0,0.254834943569663,1,0.7,0.178384460498764,0.239727278067627,FALSE,FALSE,FALSE
IL1RAP,0.5,0.875,0.98011741211355,0.3,0,0.50102348242271,1,0.7,0.350716437695897,0.471320745917744,FALSE,FALSE,FALSE
IL1RAPL2,0.25,0.25,0.99447081671692,0,0,0.298894163343384,1,1,0.298894163343384,0.401677836781678,FALSE,FALSE,FALSE
IL1RL2,0,0.5,0,0,0,0.1,1,1,0.1,0.134387982785803,FALSE,FALSE,FALSE
IL1RN,0.75,0.875,0.977692247745957,0.3,0,0.550538449549192,1,0.7,0.385376914684434,0.517900261766577,FALSE,FALSE,FALSE
IL20RB,0.25,0.125,0.988533567887757,0,0,0.272706713577551,1,0.7,0.190894699504286,0.256539535908831,FALSE,FALSE,FALSE
IL22RA1,0.25,0.375,0.957949142353375,0,0,0.316589828470675,1,0.7,0.221612879929473,0.297821078930742,FALSE,FALSE,FALSE
IL23A,0.25,0.125,0.367676700295404,0,0,0.148535340059081,1,0.3,0.0445606020177242,0.0598840941688295,FALSE,FALSE,FALSE
IL26,0,0,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE
IL2RA,0.25,0.5,0.371075490436729,0,0,0.224215098087346,1,0.7,0.156950568661142,0.210922703194556,FALSE,FALSE,FALSE
IL2RG,0,0.125,0,0,0,0.025,1,0.7,0.0175,0.0235178969875156,FALSE,FALSE,FALSE
IL31RA,0.25,0.375,0.697008370178333,0,0,0.264401674035667,1,0.7,0.185081171824967,0.248726853331899,FALSE,FALSE,FALSE
IL32,0.25,0.25,0.350943172800587,0,0,0.170188634560117,1,1,0.170188634560117,0.228713072916044,FALSE,FALSE,FALSE
IL33,0,0.125,0,0,0,0.025,1,1,0.025,0.0335969956964508,FALSE,FALSE,FALSE
IL34,0.25,0.25,0.999368865528218,0,0,0.299873773105644,1,1,0.299873773105644,0.402994314580351,FALSE,FALSE,FALSE
IL37,0.25,0.25,0.97075924815913,0,0,0.294151849631826,1,1,0.294151849631826,0.39530473704734,FALSE,FALSE,FALSE
IL3RA,0.25,0,0.983783550886607,0,0,0.246756710177321,1,1,0.246756710177321,0.331611365195913,FALSE,FALSE,FALSE
IL4I1,0.5,0.25,0,0,0,0.15,1,0.3,0.045,0.0604745922536115,FALSE,FALSE,FALSE
IL5RA,0.25,0.25,0.392950086142796,0,0,0.178590017228559,1,1,0.178590017228559,0.240003521610279,FALSE,FALSE,FALSE
IL6,0.25,0.25,0.904292573552715,0,0,0.280858514710543,1,0.7,0.19660096029738,0.264208064681167,FALSE,FALSE,FALSE
IL6R,0,0.375,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
IL6ST,0,0.375,0,0,0,0.075,1,1,0.075,0.100790987089352,FALSE,FALSE,FALSE
IL7,0.25,0.375,0.39232809670512,0,0,0.203465619341024,1,1,0.203465619341024,0.273433341495043,FALSE,FALSE,FALSE
IL7R,0.25,0.125,0.535403601019823,0,0,0.182080720203965,1,1,0.182080720203965,0.244694606923971,FALSE,FALSE,FALSE
ILDR2,0.25,0.125,0.892567253261792,0,0,0.253513450652358,1,0.7,0.177459415456651,0.238484128695671,FALSE,FALSE,FALSE
ILF2,0.25,0.375,0.4875412502539,0,0,0.22250825005078,1,1,0.22250825005078,0.299024348775234,FALSE,FALSE,FALSE
ILF3,0.25,0.25,0.852110126410046,0,0,0.270422025282009,1,1,0.270422025282009,0.363414704785007,FALSE,FALSE,FALSE
ILKAP,0,0.125,0,0,0,0.025,1,0.7,0.0175,0.0235178969875156,FALSE,FALSE,FALSE
ILVBL,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
IMMP1L,0,0.125,0,0,0,0.025,1,0.3,0.0075,0.0100790987089352,FALSE,FALSE,FALSE
IMMP2L,0.25,0.125,0.721959603887716,0,0,0.219391920777543,1,0.7,0.15357434454428,0.206385463709577,FALSE,FALSE,FALSE
IMMT,0.5,0.875,0.796563372617109,0,0,0.434312674523422,1,0.7,0.304018872166395,0.408564829592568,FALSE,FALSE,FALSE
IMPA2,0.75,0.625,0.977223937718306,0,0,0.470444787543661,1,0.7,0.329311351280563,0.442554882070619,FALSE,FALSE,FALSE
IMPACT,0.25,0.375,0,0,0,0.125,1,1,0.125,0.167984978482254,FALSE,FALSE,FALSE
IMPG2,0,0.25,0,0,0,0.05,1,1,0.05,0.0671939913929016,FALSE,FALSE,FALSE
INA,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
INAFM1,0,0.25,0,0,0,0.05,1,1,0.05,0.0671939913929016,FALSE,FALSE,FALSE
INAFM2,0,0.375,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
INAVA,0,0.25,0,0,0,0.05,1,1,0.05,0.0671939913929016,FALSE,FALSE,FALSE
INCA1,0.25,0.375,0.710521833630797,0,0,0.267104366726159,1,0.7,0.186973056708312,0.251269319263256,FALSE,FALSE,FALSE
INF2,0.25,0.375,0,0,0,0.125,1,1,0.125,0.167984978482254,FALSE,FALSE,FALSE
ING2,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
